[2026-06-04 06:51:23] iteration        1/  100000 | consumed samples:        16384 | elapsed time per iteration (ms): 446213.5 | throughput per GPU (TFLOP/s/GPU): 36.7 | learning rate: 2.000000E-07 | global batch size: 16384 | lm loss: 1.319770E+01 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 10.580 | num zeros: 262293552.0 | params norm: 13415.513 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:05:02] iteration      249/  100000 | consumed samples:      4079616 | elapsed time per iteration (ms): 46692.2 | throughput per GPU (TFLOP/s/GPU): 350.6 | learning rate: 4.980000E-05 | global batch size: 16384 | lm loss: 5.013383E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.550 | num zeros: 282667968.0 | params norm: 13407.573 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:05:49] iteration      250/  100000 | consumed samples:      4096000 | elapsed time per iteration (ms): 46548.1 | throughput per GPU (TFLOP/s/GPU): 351.7 | learning rate: 5.000000E-05 | global batch size: 16384 | lm loss: 5.007938E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.058 | num zeros: 271512864.0 | params norm: 13407.500 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:06:35] iteration      251/  100000 | consumed samples:      4112384 | elapsed time per iteration (ms): 46391.9 | throughput per GPU (TFLOP/s/GPU): 352.9 | learning rate: 5.020000E-05 | global batch size: 16384 | lm loss: 4.991640E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.157 | num zeros: 272067200.0 | params norm: 13407.426 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:07:21] iteration      252/  100000 | consumed samples:      4128768 | elapsed time per iteration (ms): 46065.0 | throughput per GPU (TFLOP/s/GPU): 355.4 | learning rate: 5.040000E-05 | global batch size: 16384 | lm loss: 4.963151E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.077 | num zeros: 266405744.0 | params norm: 13407.351 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:08:08] iteration      253/  100000 | consumed samples:      4145152 | elapsed time per iteration (ms): 46704.6 | throughput per GPU (TFLOP/s/GPU): 350.5 | learning rate: 5.060000E-05 | global batch size: 16384 | lm loss: 4.950276E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.532 | num zeros: 266356384.0 | params norm: 13407.277 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:08:54] iteration      254/  100000 | consumed samples:      4161536 | elapsed time per iteration (ms): 45737.8 | throughput per GPU (TFLOP/s/GPU): 357.9 | learning rate: 5.080000E-05 | global batch size: 16384 | lm loss: 4.971114E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.445 | num zeros: 272312832.0 | params norm: 13407.203 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:09:40] iteration      255/  100000 | consumed samples:      4177920 | elapsed time per iteration (ms): 46422.5 | throughput per GPU (TFLOP/s/GPU): 352.7 | learning rate: 5.100000E-05 | global batch size: 16384 | lm loss: 4.964196E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.351 | num zeros: 274075616.0 | params norm: 13407.128 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:10:28] iteration      256/  100000 | consumed samples:      4194304 | elapsed time per iteration (ms): 47539.0 | throughput per GPU (TFLOP/s/GPU): 344.4 | learning rate: 5.120000E-05 | global batch size: 16384 | lm loss: 4.900092E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.463 | num zeros: 258238816.0 | params norm: 13407.053 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:11:14] iteration      257/  100000 | consumed samples:      4210688 | elapsed time per iteration (ms): 46224.0 | throughput per GPU (TFLOP/s/GPU): 354.2 | learning rate: 5.140000E-05 | global batch size: 16384 | lm loss: 4.973857E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 6.380 | num zeros: 267920800.0 | params norm: 13406.979 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:12:00] iteration      258/  100000 | consumed samples:      4227072 | elapsed time per iteration (ms): 46006.1 | throughput per GPU (TFLOP/s/GPU): 355.9 | learning rate: 5.160000E-05 | global batch size: 16384 | lm loss: 4.969938E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.941 | num zeros: 286864160.0 | params norm: 13406.903 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:12:46] iteration      259/  100000 | consumed samples:      4243456 | elapsed time per iteration (ms): 46597.1 | throughput per GPU (TFLOP/s/GPU): 351.3 | learning rate: 5.180000E-05 | global batch size: 16384 | lm loss: 4.977971E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.805 | num zeros: 280868992.0 | params norm: 13406.827 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:13:32] iteration      260/  100000 | consumed samples:      4259840 | elapsed time per iteration (ms): 45632.8 | throughput per GPU (TFLOP/s/GPU): 358.8 | learning rate: 5.200000E-05 | global batch size: 16384 | lm loss: 4.948682E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.112 | num zeros: 258568400.0 | params norm: 13406.752 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:14:18] iteration      261/  100000 | consumed samples:      4276224 | elapsed time per iteration (ms): 46004.0 | throughput per GPU (TFLOP/s/GPU): 355.9 | learning rate: 5.220000E-05 | global batch size: 16384 | lm loss: 4.927717E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 4.335 | num zeros: 271039520.0 | params norm: 13406.675 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:15:05] iteration      262/  100000 | consumed samples:      4292608 | elapsed time per iteration (ms): 46422.3 | throughput per GPU (TFLOP/s/GPU): 352.7 | learning rate: 5.240000E-05 | global batch size: 16384 | lm loss: 4.945688E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.153 | num zeros: 267183024.0 | params norm: 13406.599 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:15:51] iteration      263/  100000 | consumed samples:      4308992 | elapsed time per iteration (ms): 46752.3 | throughput per GPU (TFLOP/s/GPU): 350.2 | learning rate: 5.260000E-05 | global batch size: 16384 | lm loss: 4.910662E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.217 | num zeros: 263501840.0 | params norm: 13406.523 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:16:37] iteration      264/  100000 | consumed samples:      4325376 | elapsed time per iteration (ms): 45843.8 | throughput per GPU (TFLOP/s/GPU): 357.1 | learning rate: 5.280000E-05 | global batch size: 16384 | lm loss: 4.881126E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.888 | num zeros: 269185152.0 | params norm: 13406.447 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:17:23] iteration      265/  100000 | consumed samples:      4341760 | elapsed time per iteration (ms): 45901.6 | throughput per GPU (TFLOP/s/GPU): 356.7 | learning rate: 5.300000E-05 | global batch size: 16384 | lm loss: 4.864483E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.612 | num zeros: 262283776.0 | params norm: 13406.369 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:18:10] iteration      266/  100000 | consumed samples:      4358144 | elapsed time per iteration (ms): 47011.3 | throughput per GPU (TFLOP/s/GPU): 348.3 | learning rate: 5.320000E-05 | global batch size: 16384 | lm loss: 4.842156E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.720 | num zeros: 282301984.0 | params norm: 13406.292 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:18:56] iteration      267/  100000 | consumed samples:      4374528 | elapsed time per iteration (ms): 45887.3 | throughput per GPU (TFLOP/s/GPU): 356.8 | learning rate: 5.340000E-05 | global batch size: 16384 | lm loss: 4.859984E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.212 | num zeros: 270422144.0 | params norm: 13406.215 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:19:43] iteration      268/  100000 | consumed samples:      4390912 | elapsed time per iteration (ms): 46842.6 | throughput per GPU (TFLOP/s/GPU): 349.5 | learning rate: 5.360000E-05 | global batch size: 16384 | lm loss: 4.881000E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.065 | num zeros: 263265392.0 | params norm: 13406.138 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:20:30] iteration      269/  100000 | consumed samples:      4407296 | elapsed time per iteration (ms): 47739.6 | throughput per GPU (TFLOP/s/GPU): 342.9 | learning rate: 5.380000E-05 | global batch size: 16384 | lm loss: 4.847970E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.436 | num zeros: 271131968.0 | params norm: 13406.061 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:21:17] iteration      270/  100000 | consumed samples:      4423680 | elapsed time per iteration (ms): 46489.0 | throughput per GPU (TFLOP/s/GPU): 352.2 | learning rate: 5.400000E-05 | global batch size: 16384 | lm loss: 4.846360E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.343 | num zeros: 271641696.0 | params norm: 13405.983 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:22:03] iteration      271/  100000 | consumed samples:      4440064 | elapsed time per iteration (ms): 46401.9 | throughput per GPU (TFLOP/s/GPU): 352.8 | learning rate: 5.420000E-05 | global batch size: 16384 | lm loss: 4.831767E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.061 | num zeros: 260935424.0 | params norm: 13405.905 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:22:51] iteration      272/  100000 | consumed samples:      4456448 | elapsed time per iteration (ms): 47611.4 | throughput per GPU (TFLOP/s/GPU): 343.9 | learning rate: 5.440000E-05 | global batch size: 16384 | lm loss: 4.815734E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.570 | num zeros: 271040256.0 | params norm: 13405.827 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:23:37] iteration      273/  100000 | consumed samples:      4472832 | elapsed time per iteration (ms): 45721.9 | throughput per GPU (TFLOP/s/GPU): 358.1 | learning rate: 5.460000E-05 | global batch size: 16384 | lm loss: 4.782675E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.815 | num zeros: 264054464.0 | params norm: 13405.748 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:24:23] iteration      274/  100000 | consumed samples:      4489216 | elapsed time per iteration (ms): 45829.2 | throughput per GPU (TFLOP/s/GPU): 357.2 | learning rate: 5.480000E-05 | global batch size: 16384 | lm loss: 4.775969E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.102 | num zeros: 255527936.0 | params norm: 13405.670 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:25:09] iteration      275/  100000 | consumed samples:      4505600 | elapsed time per iteration (ms): 46606.3 | throughput per GPU (TFLOP/s/GPU): 351.3 | learning rate: 5.500000E-05 | global batch size: 16384 | lm loss: 4.733582E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.038 | num zeros: 268286640.0 | params norm: 13405.589 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:25:56] iteration      276/  100000 | consumed samples:      4521984 | elapsed time per iteration (ms): 46910.2 | throughput per GPU (TFLOP/s/GPU): 349.0 | learning rate: 5.520000E-05 | global batch size: 16384 | lm loss: 4.846843E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.506 | num zeros: 272354656.0 | params norm: 13405.510 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:26:42] iteration      277/  100000 | consumed samples:      4538368 | elapsed time per iteration (ms): 45785.3 | throughput per GPU (TFLOP/s/GPU): 357.6 | learning rate: 5.540000E-05 | global batch size: 16384 | lm loss: 4.832089E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.602 | num zeros: 264560656.0 | params norm: 13405.431 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:27:28] iteration      278/  100000 | consumed samples:      4554752 | elapsed time per iteration (ms): 46057.6 | throughput per GPU (TFLOP/s/GPU): 355.5 | learning rate: 5.560000E-05 | global batch size: 16384 | lm loss: 4.836174E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.301 | num zeros: 262017520.0 | params norm: 13405.350 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:28:14] iteration      279/  100000 | consumed samples:      4571136 | elapsed time per iteration (ms): 46300.5 | throughput per GPU (TFLOP/s/GPU): 353.6 | learning rate: 5.580000E-05 | global batch size: 16384 | lm loss: 4.832317E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.683 | num zeros: 257583216.0 | params norm: 13405.269 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:29:00] iteration      280/  100000 | consumed samples:      4587520 | elapsed time per iteration (ms): 45731.1 | throughput per GPU (TFLOP/s/GPU): 358.0 | learning rate: 5.600000E-05 | global batch size: 16384 | lm loss: 4.808615E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.991 | num zeros: 264417072.0 | params norm: 13405.189 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:29:47] iteration      281/  100000 | consumed samples:      4603904 | elapsed time per iteration (ms): 47071.2 | throughput per GPU (TFLOP/s/GPU): 347.8 | learning rate: 5.620000E-05 | global batch size: 16384 | lm loss: 4.792179E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.967 | num zeros: 286237728.0 | params norm: 13405.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:30:34] iteration      282/  100000 | consumed samples:      4620288 | elapsed time per iteration (ms): 47185.7 | throughput per GPU (TFLOP/s/GPU): 347.0 | learning rate: 5.640000E-05 | global batch size: 16384 | lm loss: 4.774234E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.831 | num zeros: 271302848.0 | params norm: 13405.028 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:31:20] iteration      283/  100000 | consumed samples:      4636672 | elapsed time per iteration (ms): 46217.3 | throughput per GPU (TFLOP/s/GPU): 354.2 | learning rate: 5.660000E-05 | global batch size: 16384 | lm loss: 4.749087E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.407 | num zeros: 270687264.0 | params norm: 13404.945 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:32:06] iteration      284/  100000 | consumed samples:      4653056 | elapsed time per iteration (ms): 46067.8 | throughput per GPU (TFLOP/s/GPU): 355.4 | learning rate: 5.680000E-05 | global batch size: 16384 | lm loss: 4.760061E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.466 | num zeros: 287659040.0 | params norm: 13404.865 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:32:53] iteration      285/  100000 | consumed samples:      4669440 | elapsed time per iteration (ms): 46770.1 | throughput per GPU (TFLOP/s/GPU): 350.0 | learning rate: 5.700000E-05 | global batch size: 16384 | lm loss: 4.741330E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.554 | num zeros: 270195392.0 | params norm: 13404.782 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:33:39] iteration      286/  100000 | consumed samples:      4685824 | elapsed time per iteration (ms): 45947.8 | throughput per GPU (TFLOP/s/GPU): 356.3 | learning rate: 5.720000E-05 | global batch size: 16384 | lm loss: 4.744022E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.883 | num zeros: 273444384.0 | params norm: 13404.699 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:34:25] iteration      287/  100000 | consumed samples:      4702208 | elapsed time per iteration (ms): 46064.9 | throughput per GPU (TFLOP/s/GPU): 355.4 | learning rate: 5.740000E-05 | global batch size: 16384 | lm loss: 4.725402E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.809 | num zeros: 268831552.0 | params norm: 13404.617 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:35:12] iteration      288/  100000 | consumed samples:      4718592 | elapsed time per iteration (ms): 46947.7 | throughput per GPU (TFLOP/s/GPU): 348.7 | learning rate: 5.760000E-05 | global batch size: 16384 | lm loss: 4.701816E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.736 | num zeros: 271134464.0 | params norm: 13404.535 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:35:59] iteration      289/  100000 | consumed samples:      4734976 | elapsed time per iteration (ms): 46850.5 | throughput per GPU (TFLOP/s/GPU): 349.4 | learning rate: 5.780000E-05 | global batch size: 16384 | lm loss: 4.690870E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.065 | num zeros: 275102464.0 | params norm: 13404.452 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:36:45] iteration      290/  100000 | consumed samples:      4751360 | elapsed time per iteration (ms): 46037.6 | throughput per GPU (TFLOP/s/GPU): 355.6 | learning rate: 5.800000E-05 | global batch size: 16384 | lm loss: 4.666633E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.263 | num zeros: 263503312.0 | params norm: 13404.368 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:37:32] iteration      291/  100000 | consumed samples:      4767744 | elapsed time per iteration (ms): 46999.6 | throughput per GPU (TFLOP/s/GPU): 348.3 | learning rate: 5.820000E-05 | global batch size: 16384 | lm loss: 4.648613E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.379 | num zeros: 267471440.0 | params norm: 13404.284 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:38:19] iteration      292/  100000 | consumed samples:      4784128 | elapsed time per iteration (ms): 46419.8 | throughput per GPU (TFLOP/s/GPU): 352.7 | learning rate: 5.840000E-05 | global batch size: 16384 | lm loss: 4.664797E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.603 | num zeros: 271883328.0 | params norm: 13404.199 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:39:04] iteration      293/  100000 | consumed samples:      4800512 | elapsed time per iteration (ms): 45896.6 | throughput per GPU (TFLOP/s/GPU): 356.7 | learning rate: 5.860000E-05 | global batch size: 16384 | lm loss: 4.649294E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.025 | num zeros: 289673664.0 | params norm: 13404.114 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:39:51] iteration      294/  100000 | consumed samples:      4816896 | elapsed time per iteration (ms): 46952.2 | throughput per GPU (TFLOP/s/GPU): 348.7 | learning rate: 5.880000E-05 | global batch size: 16384 | lm loss: 4.643308E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.787 | num zeros: 270610144.0 | params norm: 13404.029 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:40:39] iteration      295/  100000 | consumed samples:      4833280 | elapsed time per iteration (ms): 47265.1 | throughput per GPU (TFLOP/s/GPU): 346.4 | learning rate: 5.900000E-05 | global batch size: 16384 | lm loss: 4.640883E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.962 | num zeros: 277995424.0 | params norm: 13403.945 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:41:25] iteration      296/  100000 | consumed samples:      4849664 | elapsed time per iteration (ms): 46482.6 | throughput per GPU (TFLOP/s/GPU): 352.2 | learning rate: 5.920000E-05 | global batch size: 16384 | lm loss: 4.628438E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.663 | num zeros: 273861760.0 | params norm: 13403.861 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:42:11] iteration      297/  100000 | consumed samples:      4866048 | elapsed time per iteration (ms): 46092.3 | throughput per GPU (TFLOP/s/GPU): 355.2 | learning rate: 5.940000E-05 | global batch size: 16384 | lm loss: 4.616261E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.867 | num zeros: 265287216.0 | params norm: 13403.776 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:42:59] iteration      298/  100000 | consumed samples:      4882432 | elapsed time per iteration (ms): 47285.1 | throughput per GPU (TFLOP/s/GPU): 346.2 | learning rate: 5.960000E-05 | global batch size: 16384 | lm loss: 4.598686E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.639 | num zeros: 260120928.0 | params norm: 13403.690 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:43:44] iteration      299/  100000 | consumed samples:      4898816 | elapsed time per iteration (ms): 45582.4 | throughput per GPU (TFLOP/s/GPU): 359.2 | learning rate: 5.980000E-05 | global batch size: 16384 | lm loss: 4.572878E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.577 | num zeros: 279033440.0 | params norm: 13403.604 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:44:30] iteration      300/  100000 | consumed samples:      4915200 | elapsed time per iteration (ms): 45892.7 | throughput per GPU (TFLOP/s/GPU): 356.7 | learning rate: 6.000000E-05 | global batch size: 16384 | lm loss: 4.574224E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 1.888 | num zeros: 270590016.0 | params norm: 13403.518 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:45:17] iteration      301/  100000 | consumed samples:      4931584 | elapsed time per iteration (ms): 47315.7 | throughput per GPU (TFLOP/s/GPU): 346.0 | learning rate: 6.020000E-05 | global batch size: 16384 | lm loss: 4.569622E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 1.459 | num zeros: 267701072.0 | params norm: 13403.434 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:46:04] iteration      302/  100000 | consumed samples:      4947968 | elapsed time per iteration (ms): 46940.4 | throughput per GPU (TFLOP/s/GPU): 348.8 | learning rate: 6.040000E-05 | global batch size: 16384 | lm loss: 4.582770E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.674 | num zeros: 273346432.0 | params norm: 13403.348 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:46:50] iteration      303/  100000 | consumed samples:      4964352 | elapsed time per iteration (ms): 46087.9 | throughput per GPU (TFLOP/s/GPU): 355.2 | learning rate: 6.060000E-05 | global batch size: 16384 | lm loss: 4.597951E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 2.219 | num zeros: 270729760.0 | params norm: 13403.265 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:47:37] iteration      304/  100000 | consumed samples:      4980736 | elapsed time per iteration (ms): 46189.6 | throughput per GPU (TFLOP/s/GPU): 354.4 | learning rate: 6.080000E-05 | global batch size: 16384 | lm loss: 4.610685E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.368 | num zeros: 286951808.0 | params norm: 13403.181 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:48:23] iteration      305/  100000 | consumed samples:      4997120 | elapsed time per iteration (ms): 46103.7 | throughput per GPU (TFLOP/s/GPU): 355.1 | learning rate: 6.100000E-05 | global batch size: 16384 | lm loss: 4.748897E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 5.060 | num zeros: 273918816.0 | params norm: 13403.100 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:49:09] iteration      306/  100000 | consumed samples:      5013504 | elapsed time per iteration (ms): 46097.3 | throughput per GPU (TFLOP/s/GPU): 355.2 | learning rate: 6.120000E-05 | global batch size: 16384 | lm loss: 4.749200E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 4.066 | num zeros: 259542176.0 | params norm: 13403.023 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:49:55] iteration      307/  100000 | consumed samples:      5029888 | elapsed time per iteration (ms): 46407.0 | throughput per GPU (TFLOP/s/GPU): 352.8 | learning rate: 6.140000E-05 | global batch size: 16384 | lm loss: 4.710808E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.644 | num zeros: 260601328.0 | params norm: 13402.945 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:50:42] iteration      308/  100000 | consumed samples:      5046272 | elapsed time per iteration (ms): 47050.3 | throughput per GPU (TFLOP/s/GPU): 348.0 | learning rate: 6.160000E-05 | global batch size: 16384 | lm loss: 4.778341E+00 | seq_load_balancing_loss: 1.000195E+00 | loss scale: 1.0 | grad norm: 3.587 | num zeros: 269390464.0 | params norm: 13402.870 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:51:28] iteration      309/  100000 | consumed samples:      5062656 | elapsed time per iteration (ms): 45911.9 | throughput per GPU (TFLOP/s/GPU): 356.6 | learning rate: 6.180000E-05 | global batch size: 16384 | lm loss: 4.719048E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.766 | num zeros: 265168768.0 | params norm: 13402.793 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:52:14] iteration      310/  100000 | consumed samples:      5079040 | elapsed time per iteration (ms): 45808.7 | throughput per GPU (TFLOP/s/GPU): 357.4 | learning rate: 6.200000E-05 | global batch size: 16384 | lm loss: 4.699570E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 3.385 | num zeros: 267745584.0 | params norm: 13402.718 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2026-06-04 10:53:01] iteration      311/  100000 | consumed samples:      5095424 | elapsed time per iteration (ms): 47270.3 | throughput per GPU (TFLOP/s/GPU): 346.3 | learning rate: 6.220000E-05 | global batch size: 16384 | lm loss: 4.660224E+00 | seq_load_balancing_loss: 1.000194E+00 | loss scale: 1.0 | grad norm: 2.096 | num zeros: 275577152.0 | params norm: 13402.642 | number of skipped iterations:   0 | number of nan iterations:   0 |
